rank_data,rank_vibes,player,team,opponent,is_home,proj,proj_vibes,floor,median,ceiling,p_top12,note_data,note_vibes
21,18,Tyler Shough,NO,BAL,0,13.972,15.173,7.573,13.989,23.601,0.32,"19.0-point implied total against 12th-worst pass defense by EPA last year. They rank 4th of 32 against the pass in week 1. Projected 43 attempts for 308 yards, plus 4.0 carries of his own. Last week he had 56 attempts, 4 carries and 100% of the snaps. Range 8-24 around a median of 14, 32% shot at a top-12 week.","Four hundred and ten yards in his first real look. Two picks came with it and Baltimore is a different animal, but the volume is real and the Saints will be throwing to catch up."
22,20,Daniel Jones,IND,KC,0,13.961,14.058,7.724,14.041,23.343,0.274,"20.5-point implied total against a mid-pack pass defense last year. They rank 11th of 32 against the pass in week 1. Projected 30 attempts for 234 yards, 2.2 carries of his own. Last week he had 31 attempts, 1 carry and 100% of the snaps. Range 8-23 around a median of 14, 27% shot at a top-12 week.","Nine points and now a trip to Kansas City. He will throw it plenty because they will be down, which is the only reason he is this high."
23,6,Trevor Lawrence,JAX,DEN,0,13.843,17.731,7.689,13.92,23.3,0.242,"20.5-point implied total against a top-5 pass defense by EPA last year. They rank 10th of 32 against the pass in week 1. Projected 28 attempts for 199 yards, 3.4 carries of his own, 0.3 goal-line rushes. Last week he had 23 attempts, 2 carries and 88% of the snaps. Range 8-23 around a median of 14, 24% shot at a top-12 week.","Four touchdowns is four touchdowns. I know Denver is the tougher test and I know he barely ran, but the Jaguars are letting him throw and he is finally hitting. I am buying."
24,30,Deshaun Watson,CLE,TB,0,13.807,12.223,6.467,13.264,24.045,0.325,"1st-lowest implied total (16.0) against a mid-pack pass defense last year. They rank 16th of 32 against the pass in week 1. Projected 22 attempts for 0 yards, plus 6.0 carries of his own. Usage in week 1 is actually fairly predictive. With only one game on the books, Watson's projection leans on his exact usage last week. This will change as he gets more games under his belt. Range 6-24 around a median of 13, 32% shot at a top-12 week. New HC.",Six carries for thirty eight and a score through the air. Tampa Bay is not scary. He is matchup dependent and this is a decent one.
25,26,Jacoby Brissett,ARI,SEA,1,13.713,13.542,7.055,13.772,23.93,0.286,"18.5-point implied total against the 6th-best pass defense by EPA last year. They rank 14th of 32 against the pass in week 1. Projected 36 attempts for 249 yards, plus 4.4 carries of his own. Last week he had 37 attempts, 6 carries and 100% of the snaps. Range 7-24 around a median of 14, 29% shot at a top-12 week.",Two hundred and seventy seven yards is more than anybody expected from him. Seattle will keep it close enough to matter. Deep league only.
26,25,Aaron Rodgers,PIT,NE,0,13.542,13.713,7.368,13.342,23.664,0.239,"4th-lowest implied total (18.0) against the 11th-best pass defense by EPA last year. They rank 13th of 32 against the pass in week 1. Projected 36 attempts for 241 yards, 2.2 carries of his own. Last week he had 40 attempts, 3 carries and 100% of the snaps. Range 7-24 around a median of 13, 24% shot at a top-12 week. New HC.",Twelve points and he is not running anywhere at this stage. New England is a sneaky good defense. Bench him.
27,31,Cam Ward,TEN,PHI,1,12.772,11.208,6.144,12.772,23.482,0.255,"2nd-lowest implied total (16.2) against the 7th-best pass defense by EPA last year. They rank 8th of 32 against the pass in week 1. Projected 32 attempts for 196 yards, 3.1 carries of his own. Last week he had 32 attempts, 4 carries and 100% of the snaps. Range 6-23 around a median of 13, 26% shot at a top-12 week. New HC.",Rookie against the Eagles defense at home. He will learn a lot and you will not want any part of it in fantasy.
28,22,Kyler Murray,MIN,CHI,0,12.727,13.961,5.995,12.797,22.479,0.207,"21.5-point implied total against a mid-pack pass defense last year. They rank 22nd of 32 against the pass in week 1. Projected 19 attempts for 121 yards, 3.9 carries of his own. Last week he had 5 attempts, 2 carries and 17% of the snaps. Range 6-22 around a median of 13, 21% shot at a top-12 week. New team.",Concussion protocol after an eighteen yard game. Even if he clears he is walking into Chicago off a head injury. I am not touching this until we hear he practiced full.
29,21,Malik Willis,MIA,SF,0,12.344,13.972,4.593,11.712,23.041,0.284,"3rd-lowest implied total (16.5) against 8th-worst pass defense by EPA last year. They rank 12th of 32 against the pass in week 1. Projected 18 attempts for 140 yards, plus 5.8 carries of his own. Last week he had 27 attempts, 6 carries and 100% of the snaps. Range 5-23 around a median of 12, 28% shot at a top-12 week. New HC. New team.",Ran one in and moved the ball fine. San Francisco at home is a hard place to find points though. Only if you are desperate.
30,27,Kirk Cousins,LV,LAC,0,12.223,12.772,5.069,12.389,22.725,0.207,"5th-lowest implied total (18.2) against the 9th-best pass defense by EPA last year. They rank 24th of 32 against the pass in week 1. Projected 28 attempts for 189 yards, 3.2 carries of his own. Last week he had 30 attempts, 5 carries and 100% of the snaps. Range 5-23 around a median of 12, 21% shot at a top-12 week. New HC. New team.",Three touchdowns and two picks in the same afternoon which is the Kirk Cousins experience. Road game in Los Angeles. Hard pass.
31,33,Carson Wentz,MIN,CHI,0,11.208,6.954,4.141,12.107,21.891,0.184,"21.5-point implied total against a mid-pack pass defense last year. They rank 22nd of 32 against the pass in week 1. Projected 26 attempts for 188 yards, 3.6 carries of his own. Last week he had 19 attempts, 5 carries and 83% of the snaps. Range 4-22 around a median of 12, 18% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.",Three touchdowns in relief and now Kyler is in protocol. If Wentz starts he is instantly interesting against a Bears defense that gives it up. Watch the wire.
32,32,Cooper Rush,ATL,CAR,1,7.517,7.517,0.0,6.517,18.673,0.109,"20.5-point implied total against 9th-worst pass defense by EPA last year. They rank 25th of 32 against the pass in week 1. Projected 18 attempts for 118 yards. Last week he had 22 attempts and 100% of the snaps. Range 0-19 around a median of 7, 11% shot at a top-12 week. New team.",Two picks and no legs. Carolina is a soft landing spot but Rush has a very low ceiling. Emergency only.
33,29,Drew Lock,SEA,ARI,0,6.954,12.344,0.0,4.603,18.923,0.102,"Sam Darnold is out; his work is not yet priced in here. 23.0-point implied total against 7th-worst pass defense by EPA last year. They rank 21st of 32 against the pass in week 1. Projected 12 attempts for 80 yards, 2.0 carries of his own. Last week he had 22 attempts, 2 carries and 90% of the snaps. Range 0-19 around a median of 5, 10% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",Twelve points and a touchdown is more than the consensus gave him credit for. Arizona is beatable through the air. Streaming option if you are in a bye week hole.
34,35,Kenny Pickett,CAR,ATL,0,4.159,4.107,0.0,1.22,15.075,0.056,"23.0-point implied total against a mid-pack pass defense last year. They rank 7th of 32 against the pass in week 1. No meaningful usage last season, ranked off a QB2 slot Last week he had 1 attempt, 1 carry and 10% of the snaps. Range 0-15 around a median of 1, 6% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks. New team.",No passing yards and a twenty four yard scramble. Not rosterable.
35,34,Stetson Bennett,LA,NYG,1,4.107,4.159,0.0,0.0,13.386,0.062,"3rd-highest implied total (27.8) against a mid-pack pass defense last year. They rank 15th of 32 against the pass in week 1. No meaningful usage last season, ranked off a QB2 slot Usage in week 1 is actually fairly predictive. With only one game on the books, Bennett's projection leans on his exact usage last week. This will change as he gets more games under his belt. Range 0-13 around a median of 0, 6% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",Thirteen passing yards. There is nothing here.
