position,rank,player,team,note,note_source
QB,18,Tyler Shough,NO,"Four hundred and ten yards in his first real look. Two picks came with it and Baltimore is a different animal, but the volume is real and the Saints will be throwing to catch up.",mc_style
QB,19,Jordan Love,GB,Three hundred and eighty seven yards and it barely felt like a good game. The Jets defense has been stingy but Love is seeing the field well. Fine QB2.,mc_style
QB,20,Daniel Jones,IND,"Nine points and now a trip to Kansas City. He will throw it plenty because they will be down, which is the only reason he is this high.",mc_style
QB,21,Malik Willis,MIA,Ran one in and moved the ball fine. San Francisco at home is a hard place to find points though. Only if you are desperate.,mc_style
QB,22,Kyler Murray,MIN,Concussion protocol after an eighteen yard game. Even if he clears he is walking into Chicago off a head injury. I am not touching this until we hear he practiced full.,mc_style
QB,23,Bryce Young,CAR,Three hundred and sixty one yards and four total scores. I did not have Bryce Young on my bingo card but the arrow is pointing up. Atlanta is a fine spot to do it again.,mc_style
QB,24,C.J. Stroud,HOU,Two scores and a clean sheet on turnovers. Cincinnati coming to town is a track meet waiting to happen. He is underranked here and I know it.,mc_style
QB,25,Aaron Rodgers,PIT,Twelve points and he is not running anywhere at this stage. New England is a sneaky good defense. Bench him.,mc_style
QB,26,Jacoby Brissett,ARI,Two hundred and seventy seven yards is more than anybody expected from him. Seattle will keep it close enough to matter. Deep league only.,mc_style
QB,27,Kirk Cousins,LV,Three touchdowns and two picks in the same afternoon which is the Kirk Cousins experience. Road game in Los Angeles. Hard pass.,mc_style
QB,28,Geno Smith,NYJ,No touchdowns and the Jets offense looked stuck. Green Bay is not the week that fixes it.,mc_style
QB,29,Drew Lock,SEA,Twelve points and a touchdown is more than the consensus gave him credit for. Arizona is beatable through the air. Streaming option if you are in a bye week hole.,mc_style
QB,30,Deshaun Watson,CLE,Six carries for thirty eight and a score through the air. Tampa Bay is not scary. He is matchup dependent and this is a decent one.,mc_style
QB,31,Cam Ward,TEN,Rookie against the Eagles defense at home. He will learn a lot and you will not want any part of it in fantasy.,mc_style
QB,32,Cooper Rush,ATL,Two picks and no legs. Carolina is a soft landing spot but Rush has a very low ceiling. Emergency only.,mc_style
QB,33,Carson Wentz,MIN,Three touchdowns in relief and now Kyler is in protocol. If Wentz starts he is instantly interesting against a Bears defense that gives it up. Watch the wire.,mc_style
QB,34,Stetson Bennett,LA,Thirteen passing yards. There is nothing here.,mc_style
QB,35,Kenny Pickett,CAR,No passing yards and a twenty four yard scramble. Not rosterable.,mc_style
RB,1,Jahmyr Gibbs,DET,Twenty nine carries. I said the training wheels were off and Detroit went and proved it in one afternoon. Buffalo will score so the Lions have to keep up. Easy RB1 again.,mc_style
RB,2,Bijan Robinson,ATL,"Ten targets out of the backfield is the number that matters. He does not need the Panthers to be bad, but they are. Everything I wanted to see in week one.",mc_style
RB,3,Derrick Henry,BAL,"Three touchdowns and a hundred and forty four yards. I told you the new scheme would suit him and it did immediately. New Orleans has been solid against the run, which is the only thing keeping him from the top spot.",mc_style
RB,4,Saquon Barkley,PHI,Nine points and the doubters are back. I still am not listening. Tennessee cannot stop the run and Philadelphia will feed him until it works.,mc_style
RB,5,Jonathan Taylor,IND,Two scores and nineteen carries. He is the whole Colts offense and that does not change in Kansas City. They will be chasing which cuts into the carries a bit.,mc_style
RB,6,Christian McCaffrey,SF,Ten carries is fewer than I expected but eight targets is exactly why you drafted him. Miami cannot stop anybody. The workload comes back this week.,mc_style
RB,7,Omarion Hampton,LAC,"Got in the endzone and the hype is real, but zero targets is something to watch. The Raiders are stout against the run. Low end RB1 with some risk.",mc_style
RB,8,De'Von Achane,MIA,Eleven carries for thirty six and a quiet day through the air. San Francisco at home is not where you fix that. Still a weekly starter on speed alone.,mc_style
RB,9,Kenneth Walker III,KC,A hundred and seventy three yards and two scores in his first game in red. Twenty three carries and six targets says Kansas City is going to ride him. Indianapolis has given up plenty. Big week coming.,mc_style
RB,10,Chase Brown,CIN,I said buy every part of this offense and he scored. Houston is tougher against the run but the Bengals will be throwing plenty and he catches it. Fine as a flex or better.,mc_style
RB,11,Ashton Jeanty,LV,Thirty two points and six catches on six targets. The rookie is already the offense. Divisional game and the Chargers are middling. Locked in.,mc_style
RB,12,Javonte Williams,DAL,Two touchdowns on twelve carries and five catches. He is the passing down back and the goalline back which is everything you want. Washington at home is a good spot.,mc_style
RB,13,James Cook,BUF,"Quiet ten points and Josh Allen took both the short scores like I warned. Detroit is one of the better run defenses so far. Still start him, just do not expect the ceiling.",mc_style
RB,14,David Montgomery,HOU,"Three touchdowns. Sixty yards, three touchdowns. It will not repeat but the goalline role is his and Cincinnati coming to town means points. I am moving him up.",mc_style
RB,15,Kyren Williams,LA,Scored again because he always does. Eleven carries is light and Blake Corum is hanging around. Giants at home is a get right spot.,mc_style
RB,16,Breece Hall,NYJ,"Twenty two carries and a hundred yards, exactly the feeding I said was coming. Green Bay is tougher but the volume is not going anywhere.",mc_style
RB,17,Travis Etienne,NO,Nine targets is a lot for a back. New Orleans will be playing from behind in Baltimore which only helps him catch more. Solid PPR flex.,mc_style
RB,18,Bucky Irving,TB,Seven catches on seven targets and a score. Tampa Bay is using him as a receiver first and that plays every week. Cleveland is a fine matchup.,mc_style
RB,19,D'Andre Swift,CHI,A hundred and twenty four yards and three scores and now a knee. If he plays he is a top ten back this week against Minnesota. Check the reports.,mc_style
RB,20,Rhamondre Stevenson,NE,Eighteen carries and six targets is real work. Pittsburgh will make it ugly but the role is safe. Flex him.,mc_style
RB,21,Cam Skattebo,NYG,Eighteen carries and a touchdown from a rookie is a great sign. Zero targets is not. Los Angeles has been soft against the run.,mc_style
RB,22,Jaylen Warren,PIT,Six targets and a share he does not fully own. Rico Dowdle is still taking snaps. Flex in deeper leagues only.,mc_style
RB,23,Chuba Hubbard,CAR,Two touchdowns on ten carries and Jonathon Brooks barely played. Atlanta has been excellent against the run which is the only thing holding him back. Moving him up regardless.,mc_style
RB,24,Quinshon Judkins,CLE,Seven points and the Browns did nothing. Tampa Bay is beatable on the ground. Bench unless you are desperate.,mc_style
RB,25,Jadarian Price,SEA,"Ten carries in his first NFL game and nearly half the Seattle backfield. That is a real role for a rookie. Arizona has been tough against the run so keep expectations sane, but I like where this is going.",mc_style
RB,26,Jeremiyah Love,ARI,Eleven carries and a score in the opener. Arizona is going to keep giving him work. Seattle is not a great matchup but the arrow is up.,mc_style
RB,27,Bhayshul Tuten,JAX,Fifteen carries is more than I expected. Denver has been the worst run defense on the slate. Sneaky flex.,mc_style
RB,28,TreVeyon Henderson,NE,Missed week one and he is back. New England splits this backfield but Henderson is the one with the burst and Pittsburgh is a real defense to run into. Flex him and see what the role looks like.,mc_style
RB,29,Tony Pollard,TEN,Four points and seven carries. Philadelphia is coming to town. Nothing to see.,mc_style
RB,30,Rico Dowdle,PIT,Five targets is the interesting part. He is splitting with Warren and neither is a weekly play yet.,mc_style
RB,31,J.K. Dobbins,DEN,Eight carries and no targets. Denver is a committee and Jacksonville has been stingy. Wait.,mc_style
RB,32,MarShawn Lloyd,GB,Thirteen carries in his first real look which is the whole reason to care. The Jets front is no joke. Stash him.,mc_style
RB,33,Kenny Gainwell,TB,Five carries behind Bucky Irving. Nothing here while Irving is healthy.,mc_style
RB,34,RJ Harvey,DEN,"Four targets on three carries tells you he is the passing down back, and now a hamstring. If he clears he is a PPR dart.",mc_style
RB,35,Aaron Jones,MIN,Scored but only twelve carries and the quarterback room is a mess. Chicago is a decent matchup if Wentz keeps it moving.,mc_style
RB,36,Jacory Croskey-Merritt,WAS,Sixteen carries and a touchdown in Washington is a surprise. Dallas gives up yards on the ground. Worth a wire claim.,mc_style
RB,37,Jonathon Brooks,CAR,Four carries coming off the injury. Hubbard has the job. Patience.,mc_style
RB,38,Rachaad White,WAS,Seven carries and Croskey-Merritt took the work. Falling down the depth chart.,mc_style
RB,39,Blake Corum,LA,Ten carries behind Kyren and he ran well. One injury away from being a weekly starter.,mc_style
RB,40,Tyler Allgeier,ARI,Seventeen carries is more than Jeremiyah Love got. Arizona is splitting this backfield and that hurts both of them.,mc_style
RB,41,Tyjae Spears,TEN,Four points behind Pollard and neither of them is worth a roster spot right now.,mc_style
RB,42,Chris Rodriguez Jr.,JAX,Six carries behind Tuten. Handcuff only.,mc_style
RB,43,Kaelon Black,SF,Fourteen carries in San Francisco with McCaffrey healthy is a genuinely strange line. Somebody in that building likes him. Miami cannot tackle. Worth a look.,mc_style
RB,44,Kyle Monangai,CHI,A hundred yards and a score on ten carries and now a hamstring. Chicago has something here if he gets right.,mc_style
RB,45,Woody Marks,HOU,Nine carries behind Montgomery. Not yet.,mc_style
RB,46,Keaton Mitchell,LAC,Four carries. Speed is fun but there is no role.,mc_style
RB,47,Justice Hill,BAL,Six touches behind Derrick Henry. Handcuff only and even that is thin.,mc_style
RB,48,George Holani,SEA,Eight carries in the Seattle committee. Price is ahead of him.,mc_style
RB,49,Brian Robinson,ATL,Nine carries behind Bijan. Nothing to do here.,mc_style
RB,50,Braelon Allen,NYJ,Ten carries behind Breece Hall. Best handcuff on this list.,mc_style
RB,51,Tyrone Tracy Jr.,NYG,Two carries and Skattebo took the job. Drop candidate.,mc_style
RB,52,Devin Singletary,NYG,Four catches and a touchdown out of nowhere. The Giants are using him on passing downs. Deep league flex.,mc_style
RB,53,Emmett Johnson,KC,Eight carries and two catches behind Walker. Kansas City clearly likes him a little.,mc_style
RB,54,Chris Brooks,GB,Seven carries in the Green Bay committee. Pass.,mc_style
RB,55,Samaje Perine,CIN,Three catches is the whole appeal. PPR only and barely.,mc_style
RB,56,Emanuel Wilson,SEA,Two carries. Nothing.,mc_style
RB,57,Jaylen Wright,MIA,One carry for negative yardage. Not rosterable.,mc_style
RB,58,Kendre Miller,NO,Scored on nine carries which is more interesting than it looks. New Orleans is a mess at running back.,mc_style
RB,59,Raheim Sanders,CLE,Three catches and one carry. Cleveland is using him in the passing game only.,mc_style
RB,60,Ronnie Rivers,LA,Five carries behind Kyren and Corum. Third in line.,mc_style
WR,1,Puka Nacua,LA,"Nine targets and he did not even have a big day. Tons of targets, tons of opportunity, same as I said. Giants at home is where he goes off.",mc_style
WR,2,Amon-Ra St. Brown,DET,Fourteen targets and two scores. The Goff connection is exactly what I told you it was. Buffalo will be a shootout and he is in the middle of it.,mc_style
WR,3,Jaxon Smith-Njigba,SEA,"Cracked the top five like I said he would, and he did it against tough coverage. Arizona is an easier draw. Keep starting him.",mc_style
WR,4,Justin Jefferson,MIN,Two touchdowns and I was wrong about the connection. Now Kyler is in protocol and Wentz is throwing it. Still a top five receiver on talent alone.,mc_style
WR,5,CeeDee Lamb,DAL,Dak fed both of them and Ceedee got the score. Washington at home in a division game. Business as usual.,mc_style
WR,6,Ja'Marr Chase,CIN,Two catches for twelve. Nobody saw that coming and I will not pretend otherwise. Houston has been torched through the air. He is still the best receiver in football and this is a bounce back spot.,mc_style
WR,7,Chris Olave,NO,A hundred and eighty two yards on thirteen targets. Health has always been the only question. Baltimore is a real defense but the volume is not going anywhere.,mc_style
WR,8,Nico Collins,HOU,"Now or never and he showed up with ten targets and a score. The hamstring is the concern, not Cincinnati. Watch the practice reports.",mc_style
WR,9,DeVonta Smith,PHI,Eight points and only six targets in the game I said was put up or shut up. Tennessee cannot cover. This is the week.,mc_style
WR,10,George Pickens,DAL,Three catches in the primetime spot I liked. Dak is spreading it around more than I expected. Still WR1 talent and Washington is a fine matchup.,mc_style
WR,11,Garrett Wilson,NYJ,Seven targets and seventy nine yards with nothing around him. Green Bay is stingy but he is the only thing the Jets have.,mc_style
WR,12,Ladd McConkey,LAC,Scored and moved the chains. The chest is the question this week. If he is out there he is a strong play against the Raiders.,mc_style
WR,13,Rashee Rice,KC,Two targets. That is not the high volume I promised you. Indianapolis has been generous through the air so I expect Kansas City to fix it.,mc_style
WR,14,Tee Higgins,CIN,Six targets and no score while Chase disappeared. Somebody in Cincinnati eats this week and it might be him. Houston is the spot.,mc_style
WR,15,Tetairoa McMillan,CAR,Eight targets for the rookie and Carolina is throwing it plenty. Atlanta has been tough but the role is real.,mc_style
WR,16,Drake London,ATL,Four targets and the quarterback room is still a mess. I flagged the turnover there before week one and it has not settled. Carolina is a good draw but I am moving him down until I see it.,mc_style
WR,17,Malik Nabers,NYG,Nine targets and Dart looked good throwing it. That rookie connection is going to be fun. Rams are middling.,mc_style
WR,18,Emeka Egbuka,TB,Six targets and sixty three yards is a solid line. Cleveland has been the worst pass defense in football. Start him.,mc_style
WR,19,Jaylen Waddle,DEN,One catch for two yards in Denver and now he draws the best pass defense on the slate again. Ugly week to be a Broncos receiver.,mc_style
WR,20,Parker Washington,JAX,Nineteen points and a touchdown out of nowhere. Lawrence is spreading it around and Washington got the look. Worth the roster spot.,mc_style
WR,21,Davante Adams,LA,Six targets and twenty six yards. Stafford was terrible so I will not blame Adams for all of it. Giants at home should fix both.,mc_style
WR,22,Jameson Williams,DET,Nine targets is a real number even if the yards were not there. Detroit and Buffalo will be a track meet.,mc_style
WR,23,Luther Burden III,CHI,Five targets and five catches from the rookie while Caleb Williams went off. Minnesota is beatable. Trending up.,mc_style
WR,24,Christian Watson,GB,A hundred and forty seven yards and two scores. Love is throwing it all over the field. The Jets are tough but this is the best version of Watson we have seen.,mc_style
WR,25,Mike Evans,SF,Scored again because he always does. Miami cannot cover anybody. Same play as ever.,mc_style
WR,26,Terry McLaurin,WAS,Four targets is not enough. Dallas gives it up through the air so the chances will be there. Frustrating week one.,mc_style
WR,27,Chris Godwin Jr.,TB,Four catches on four targets and Egbuka is ahead of him now. Cleveland is a great matchup for both of them.,mc_style
WR,28,DJ Moore,BUF,A hundred yards and a score in Buffalo. The Allen connection is working faster than I expected. Detroit will keep the scoreboard moving.,mc_style
WR,29,Rome Odunze,CHI,Three targets while Caleb Williams put up thirty seven. That has to change. Minnesota at home is the spot.,mc_style
WR,30,DK Metcalf,PIT,"Ten targets and only forty yards. Rodgers is not pushing it downfield. The volume keeps him startable, barely.",mc_style
WR,31,Michael Pittman,PIT,Three targets in Pittsburgh and a foot injury. Wait and see.,mc_style
WR,32,Josh Downs,IND,Four targets and the Colts will be throwing to catch up in Kansas City. PPR flex.,mc_style
WR,33,Marvin Harrison Jr.,ARI,One catch. Again. Arizona has to get him going and Seattle is a reasonable place to try.,mc_style
WR,34,Courtland Sutton,DEN,Five targets and eleven yards. Nix could not find anyone. Jacksonville is the toughest pass defense on the board. Sit him.,mc_style
WR,35,Wan'Dale Robinson,TEN,Six targets from a rookie quarterback. Philadelphia is coming. Not this week.,mc_style
WR,36,Quentin Johnston,LAC,Six targets and two catches. McConkey is the one who matters there.,mc_style
WR,37,Brian Thomas Jr.,JAX,Only three targets and Parker Washington outplayed him. Denver is a hard matchup. Something is off here.,mc_style
WR,38,Carnell Tate,TEN,"Six targets for the rookie in a bad offense. Eagles this week. Watch, do not start.",mc_style
WR,39,Michael Wilson,ARI,Seven targets and Kendrick Bourne got eight. Arizona is spreading it too thin to trust anybody but Harrison.,mc_style
WR,40,Jayden Reed,GB,Seven targets and only twenty yards while Watson went off. Green Bay has too many mouths.,mc_style
WR,41,Jordan Addison,MIN,Zero catches on two targets and the quarterback situation is a mess. Avoid.,mc_style
WR,42,Deebo Samuel Sr.,SF,Seven targets and a touchdown. Purdy is looking for him and Miami cannot tackle. I am moving him up and I do not care that he is a Niner again.,mc_style
WR,43,Jakobi Meyers,JAX,Two targets and a score. The thumb matters for a receiver. Check it Saturday.,mc_style
WR,44,Jalen Coker,CAR,"A hundred and thirty eight yards and two touchdowns and now an ankle. That was the week of his life. If he plays he is interesting, if he limps he is not.",mc_style
WR,45,Stefon Diggs,WAS,Nine targets and a score in Washington. He is not done. Dallas has given up plenty.,mc_style
WR,46,KC Concepcion,CLE,Five targets for the rookie in Cleveland. The offense is bad but the role is growing.,mc_style
WR,47,Khalil Shakir,BUF,Six targets behind DJ Moore now. Still catches everything. Deep flex.,mc_style
WR,48,Tre Tucker,LV,Four targets in Las Vegas. Nothing to build on.,mc_style
WR,49,Xavier Worthy,KC,Six targets and only eighteen yards. Indianapolis gives up plenty and Mahomes will be throwing. Boom or bust as always.,mc_style
WR,50,Romeo Doubs,NE,Zero catches on three targets in New England. Pittsburgh is tough. Leave it.,mc_style
WR,51,Matthew Golden,GB,Twelve targets. Twelve. The rookie is already the target leader in Green Bay and nobody is talking about it. I want shares.,mc_style
WR,52,Alec Pierce,IND,Six targets and the Colts will be chasing in Kansas City. Deep threat with a real matchup.,mc_style
WR,53,Jalen Nailor,LV,Five targets in Las Vegas. Streaming only in the deepest formats.,mc_style
WR,54,Rashid Shaheed,SEA,One catch and the Seattle offense went through JSN. Hard to trust.,mc_style
WR,55,Makai Lemon,PHI,Negative yards in his debut. Rookies take time.,mc_style
WR,56,Adonai Mitchell,NYJ,Three catches on three targets. Garrett Wilson takes everything in that offense.,mc_style
WR,57,Denzel Boston,CLE,Scored as a rookie in a bad offense. Tampa Bay is a soft matchup. Worth watching.,mc_style
WR,58,Jerry Jeudy,CLE,Four targets and Concepcion and Boston are both ahead of him now. Fading.,mc_style
WR,59,Dontayvion Wicks,PHI,Two catches and a touchdown. Tennessee cannot cover. Sneaky.,mc_style
WR,60,Keenan Allen,IND,"Six catches on six targets and only thirty two yards. He still catches everything, there is just nothing left downfield.",mc_style
WR,61,Devaughn Vele,NO,Nine targets and a score while Shough threw for four hundred. New Orleans will be throwing again in Baltimore.,mc_style
WR,62,Mack Hollins,NE,Five targets in New England and I think there is more coming. Maye needs somebody he trusts. I am well ahead of the consensus here and I am fine with that.,mc_style
WR,63,Malik Washington,MIA,Eight targets in Miami is a real number. San Francisco is tough but the role is there.,mc_style
WR,64,Cooper Kupp,SEA,Three targets and a back injury. Time catches everyone.,mc_style
WR,65,Tre Harris,LAC,Six targets behind McConkey. If McConkey sits this gets interesting.,mc_style
WR,66,Malachi Fields,NYG,Four targets for the rookie. Nabers takes the volume.,mc_style
WR,67,Ryan Flournoy,DAL,Four targets behind Lamb and Pickens. Third in line in Dallas.,mc_style
WR,68,Pat Bryant,DEN,Six targets in Denver is more than Sutton got. Jacksonville is a wall though.,mc_style
WR,69,Caleb Douglas,MIA,Ninety four yards from a rookie in Miami. Somebody there likes him. Stash.,mc_style
WR,70,DeMario Douglas,NE,"Seven targets and twenty yards. All volume, no field.",mc_style
WR,71,Troy Franklin,DEN,One target. Denver has too many receivers and not enough throws.,mc_style
WR,72,Kendrick Bourne,ARI,Eight catches on eight targets. Nobody expected that. Arizona is throwing it around and he was the one who benefited.,mc_style
WR,73,Ted Hurst III,TB,Three catches for the rookie in Tampa. Behind Egbuka and Godwin.,mc_style
WR,74,Keon Coleman,BUF,One target in Buffalo. DJ Moore has taken the job.,mc_style
WR,75,Elic Ayomanor,TEN,One catch and it went for a score. That is the whole game. Rookie in a bad offense.,mc_style
WR,76,Antonio Williams,WAS,Four catches and a touchdown on four targets. Washington is using him. Dallas is a good draw.,mc_style
WR,77,Xavier Hutchinson,HOU,Six targets behind Nico Collins. If the hamstring keeps Collins out this matters.,mc_style
WR,78,Kalif Raymond,CHI,Nine targets and eight catches in Chicago. Somebody has to catch it while Odunze is quiet.,mc_style
TE,1,Trey McBride,ARI,Thirteen targets. Nobody at the position sees volume like that. Seattle at home and Arizona has nothing else to throw to. Clear TE1.,mc_style
TE,2,Tyler Warren,IND,Thirteen yards and a touchdown is a thin line but the rookie found the endzone in his first game. Indianapolis will be chasing in Kansas City which means throws.,mc_style
TE,3,Sam LaPorta,DET,Eight targets and no score. The role is exactly what I wanted to see. Buffalo will be a shootout and Goff trusts him.,mc_style
TE,4,Tucker Kraft,GB,Six targets and sixty five yards while Love threw for three hundred and eighty seven. Green Bay is airing it out and Kraft is part of it.,mc_style
TE,5,Isaiah Likely,NYG,Eight catches on eight targets and two scores in New York. He is the tight end there now and nobody has adjusted. I am well above consensus and happy about it.,mc_style
TE,6,Colston Loveland,CHI,Zero catches. Caleb Williams put up thirty seven points and the rookie tight end got nothing. That will not last with Minnesota coming in.,mc_style
TE,7,Dallas Goedert,PHI,Two touchdowns and Philadelphia needed them with AJ Brown gone. Tennessee cannot cover anyone. Start him again.,mc_style
TE,8,Juwan Johnson,NO,Seven targets and a score while Shough threw for four hundred. The illness is the only question. If he plays he is a solid starter.,mc_style
TE,9,Harold Fannin Jr.,CLE,Three targets and the Cleveland offense was a mess. Tampa Bay is a better matchup but I need to see more.,mc_style
TE,10,Dalton Kincaid,BUF,A hundred and thirty yards without a touchdown. That is the version of Kincaid everyone drafted two years ago. Detroit is coming to town and Buffalo will throw.,mc_style
TE,11,Travis Kelce,KC,Five targets and seventy one yards. He is not what he was but Indianapolis gives it up and Mahomes trusts him. Startable.,mc_style
TE,12,Kyle Pitts,ATL,Zero catches on one target. I had him higher and the backup quarterback situation is exactly why it did not work. Carolina is a soft draw but I have to move him down until Atlanta sorts out who is throwing.,mc_style
TE,13,George Kittle,SF,"Five targets and twelve yards, and now an achilles. That is a scary word for a thirty something tight end. Watch the reports.",mc_style
TE,14,Mark Andrews,BAL,Six targets and no score. The Baltimore offense ran through Henry instead. New Orleans at home should open it up.,mc_style
TE,15,Jake Ferguson,DAL,Two targets. Dak has Lamb and Pickens and that is the whole passing game. Sit.,mc_style
TE,16,Dalton Schultz,HOU,Eight targets is a real number in Houston. Cincinnati coming to town means points. Sneaky play.,mc_style
TE,17,Michael Mayer,LV,Seven targets in the Bowers absence and he caught six of them. The role is his while Bowers is out. Streaming option.,mc_style
TE,18,Brenton Strange,JAX,Three targets and a touchdown. Lawrence is throwing scores to everybody. Denver is a hard matchup though.,mc_style
TE,19,Hunter Henry,NE,Three catches on three targets. Maye threw three picks and Henry was not the problem. Pittsburgh is tough.,mc_style
TE,20,T.J. Hockenson,MIN,Scored on five targets with a quarterback mess behind him. If Wentz keeps throwing touchdowns Hockenson is a fine streamer.,mc_style
TE,21,Evan Engram,DEN,Five targets and a score in Denver. Nobody expected him to matter and he did. Jacksonville is a wall so temper it.,mc_style
TE,22,Cade Otton,TB,Five targets behind two good receivers. Cleveland is the worst pass defense in football which is the only reason to look.,mc_style
TE,23,AJ Barner,SEA,Two targets while JSN took everything. Nothing here.,mc_style
TE,24,Chig Okonkwo,WAS,Three targets and a hamstring. Pass.,mc_style
TE,25,Pat Freiermuth,PIT,Five catches on five targets and a touchdown. Rodgers likes him near the endzone. Deep league starter.,mc_style
TE,26,Gunnar Helm,TEN,Five targets from a rookie quarterback. Philadelphia is coming. No.,mc_style
TE,27,David Njoku,LAC,Five catches on five targets in his first week with the Chargers. Herbert found him early and often. Worth a look.,mc_style
TE,28,Colby Parkinson,LA,Two targets and Stafford was awful. Nothing to see.,mc_style
TE,29,Oronde Gadsden II,LAC,Two targets behind Njoku. The rookie is second in line.,mc_style
TE,30,Kenyon Sadiq,NYJ,Three catches on three targets from the rookie. Garrett Wilson takes the volume but Sadiq is getting looks.,mc_style
TE,31,Mike Gesicki,CIN,Seven targets and a score while Chase disappeared. Somebody had to catch it. Houston is a fine spot to do it again.,mc_style
TE,32,Mason Taylor,NYJ,Negative yards. Sadiq is ahead of him.,mc_style
TE,33,Cole Kmet,CHI,Scored on three targets while Loveland got nothing. Chicago has two tight ends and no clear answer.,mc_style
TE,34,Noah Fant,NO,Eight targets and a touchdown. New Orleans throws it a lot now. Deep streamer.,mc_style
TE,35,Josh Oliver,MIN,Four targets and Hockenson is the one who matters. Blocking tight end.,mc_style
TE,36,Tommy Tremble,CAR,Five targets in Carolina. McMillan and Coker take the real volume.,mc_style
