rank_data,rank_vibes,player,team,opponent,is_home,proj,proj_vibes,floor,median,ceiling,p_top12,note_data,note_vibes
11,20,T.J. Hockenson,MIN,CHI,0,8.762,7.478,4.505,8.715,15.768,0.306,"21.5-point implied total against a mid-pack pass defense last year. They rank 22nd of 32 against the pass in week 1. Projected 4.7 targets, an 18% target share, 64% of the snaps. Last week he had 5 targets, a 22% target share and 66% of the snaps. Range 5-16 around a median of 9, 31% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.",
12,11,Isaiah Likely,NYG,LA,0,8.681,8.762,4.326,8.369,17.006,0.313,"20.8-point implied total against the 10th-best pass defense by EPA last year. They rank 20th of 32 against the pass in week 1. Projected 5.6 targets, a 19% target share, 53% of the snaps. Last week he had 8 targets, a 28% target share and 49% of the snaps. Range 4-17 around a median of 8, 31% shot at a top-12 week. New HC. New team.",
13,16,George Kittle,SF,MIA,1,8.617,8.22,3.825,7.698,16.498,0.35,"Highest implied total (29.0) against 6th-worst pass defense by EPA last year. They rank 30th of 32 against the pass in week 1. Projected 5.6 targets, a 14% target share, 0.6 red-zone look, 55% of the snaps. Last week he had 5 targets, a 15% target share and 46% of the snaps. Range 4-16 around a median of 8, 35% shot at a top-12 week.",
14,9,Juwan Johnson,NO,BAL,0,8.455,9.431,3.539,7.607,18.337,0.274,"19.0-point implied total against 12th-worst pass defense by EPA last year. They rank 4th of 32 against the pass in week 1. Projected 6.5 targets, a 15% target share, 79% of the snaps. Last week he had 7 targets, a 14% target share and 84% of the snaps. Range 4-18 around a median of 8, 27% shot at a top-12 week.",
15,7,Tucker Kraft,GB,NYJ,0,8.398,9.728,3.338,7.906,16.632,0.315,"24.5-point implied total against the worst pass defense in the league by EPA last year. They rank 5th of 32 against the pass in week 1. Projected 5.8 targets, a 13% target share, 65% of the snaps. Last week he had 6 targets, a 15% target share and 66% of the snaps. Range 3-17 around a median of 8, 32% shot at a top-12 week.",
16,26,Evan Engram,DEN,JAX,1,8.22,6.699,3.118,7.496,17.808,0.261,"23.0-point implied total against a top-3 pass defense by EPA last year. They rank 1st of 32 against the pass in week 1. Projected 4.9 targets, a 16% target share, 60% of the snaps. Last week he had 5 targets, an 18% target share and 63% of the snaps. Range 3-18 around a median of 7, 26% shot at a top-12 week.",
17,6,Harold Fannin Jr.,CLE,TB,0,8.171,10.175,3.655,8.01,16.586,0.256,"1st-lowest implied total (16.0) against a mid-pack pass defense last year. They rank 16th of 32 against the pass in week 1. Projected 4.8 targets, a 16% target share, 71% of the snaps. Last week he had 3 targets, a 14% target share and 82% of the snaps. Range 4-17 around a median of 8, 26% shot at a top-12 week. New HC.",
18,2,Colston Loveland,CHI,MIN,1,7.577,11.111,2.9,6.836,16.617,0.251,"5th-highest implied total (27.0) against a top-2 pass defense by EPA last year. They rank 26th of 32 against the pass in week 1. Projected 3.6 targets, an 11% target share, 0.8 red-zone look, 74% of the snaps. Last week he had 2 targets, an 8% target share and 87% of the snaps. Range 3-17 around a median of 7, 25% shot at a top-12 week.",
19,30,David Njoku,LAC,LV,1,7.573,6.472,3.191,7.092,15.725,0.228,"25.2-point implied total against 10th-worst pass defense by EPA last year. They rank 23rd of 32 against the pass in week 1. Projected 4.7 targets, a 15% target share, 59% of the snaps. Last week he had 5 targets, an 18% target share and 55% of the snaps. Range 3-16 around a median of 7, 23% shot at a top-12 week. New team.",
20,32,Mason Taylor,NYJ,GB,1,7.478,6.164,2.696,6.405,16.438,0.25,"20.0-point implied total against 11th-worst pass defense by EPA last year. They rank 6th of 32 against the pass in week 1. Projected 4.0 targets, a 13% target share, 73% of the snaps. Last week he had 3 targets, a 13% target share and 66% of the snaps. Range 3-16 around a median of 6, 25% shot at a top-12 week.",
21,19,Hunter Henry,NE,PIT,1,7.221,7.573,2.841,6.642,14.935,0.213,"23.5-point implied total against a mid-pack pass defense last year. They rank 3rd of 32 against the pass in week 1. Projected 4.1 targets, a 13% target share, 1.0 red-zone look, 77% of the snaps. Last week he had 3 targets, a 10% target share and 76% of the snaps. Range 3-15 around a median of 7, 21% shot at a top-12 week.",
22,18,Brenton Strange,JAX,DEN,0,7.206,7.577,2.767,6.543,14.967,0.232,"20.5-point implied total against a top-5 pass defense by EPA last year. They rank 10th of 32 against the pass in week 1. Projected 4.0 targets, a 13% target share, 71% of the snaps. Last week he had 3 targets, a 14% target share and 68% of the snaps. Range 3-15 around a median of 7, 23% shot at a top-12 week.",
23,31,Mike Gesicki,CIN,HOU,0,7.127,6.397,2.227,5.527,17.317,0.241,"22.0-point implied total against the best pass defense in the league by EPA last year. They rank 27th of 32 against the pass in week 1. Projected 5.2 targets, a 15% target share, 37% of the snaps. Last week he had 7 targets, a 21% target share and 33% of the snaps. Range 2-17 around a median of 6, 24% shot at a top-12 week.",
24,12,Jake Ferguson,DAL,WAS,1,7.104,8.681,3.29,6.171,14.717,0.217,"5th-highest implied total (27.0) against 3rd-worst pass defense by EPA last year. They rank 18th of 32 against the pass in week 1. Projected 4.0 targets, an 11% target share, 0.9 red-zone look, 68% of the snaps. Last week he had 2 targets, a 7% target share and 76% of the snaps. Range 3-15 around a median of 6, 22% shot at a top-12 week.",
25,4,Kyle Pitts,ATL,CAR,1,7.101,10.593,2.723,6.241,15.968,0.228,"20.5-point implied total against 9th-worst pass defense by EPA last year. They rank 25th of 32 against the pass in week 1. Projected 4.0 targets, a 12% target share, 75% of the snaps. Last week he had 1 target, a 5% target share and 63% of the snaps. Range 3-16 around a median of 6, 23% shot at a top-12 week.",
26,25,Gunnar Helm,TEN,PHI,1,6.699,7.101,2.81,6.249,14.537,0.157,"2nd-lowest implied total (16.2) against the 7th-best pass defense by EPA last year. They rank 8th of 32 against the pass in week 1. Projected 4.2 targets, a 15% target share, 65% of the snaps. Last week he had 5 targets, an 18% target share and 76% of the snaps. Range 3-15 around a median of 6, 16% shot at a top-12 week. New HC.",
27,29,Kenyon Sadiq,NYJ,GB,1,6.685,6.575,2.873,5.276,15.665,0.207,"20.0-point implied total against 11th-worst pass defense by EPA last year. They rank 6th of 32 against the pass in week 1. Projected 3.0 targets, a 13% target share, 42% of the snaps. Usage in week 1 is actually fairly predictive. With only one game on the books, Sadiq's projection leans on his exact usage last week. This will change as he gets more games under his belt. Range 3-16 around a median of 5, 21% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
28,21,AJ Barner,SEA,ARI,0,6.632,7.221,2.418,5.898,14.687,0.192,"23.0-point implied total against 7th-worst pass defense by EPA last year. They rank 21st of 32 against the pass in week 1. Projected 3.0 targets, an 11% target share, 0.6 red-zone look, 80% of the snaps. Last week he had 2 targets, an 8% target share and 88% of the snaps. Range 2-15 around a median of 6, 19% shot at a top-12 week.",
29,23,Chig Okonkwo,WAS,DAL,0,6.575,7.127,2.333,5.907,14.965,0.19,"23.5-point implied total against 2nd-worst pass defense by EPA last year. They rank 29th of 32 against the pass in week 1. Projected 3.8 targets, a 12% target share, 58% of the snaps. Last week he had 3 targets, a 10% target share and 56% of the snaps. Range 2-15 around a median of 6, 19% shot at a top-12 week. New team.",
30,24,Pat Freiermuth,PIT,NE,0,6.472,7.104,2.458,5.602,15.01,0.161,"4th-lowest implied total (18.0) against the 11th-best pass defense by EPA last year. They rank 13th of 32 against the pass in week 1. Projected 4.3 targets, a 12% target share, 62% of the snaps. Last week he had 5 targets, a 14% target share and 73% of the snaps. Range 2-15 around a median of 6, 16% shot at a top-12 week. New HC.",
31,36,Tommy Tremble,CAR,ATL,0,6.397,5.214,2.144,5.449,15.016,0.183,"23.0-point implied total against a mid-pack pass defense last year. They rank 7th of 32 against the pass in week 1. Projected 3.7 targets, a 13% target share, 58% of the snaps. Last week he had 5 targets, a 15% target share and 56% of the snaps. Range 2-15 around a median of 5, 18% shot at a top-12 week.",
32,34,Noah Fant,NO,BAL,0,6.164,5.806,2.157,5.464,13.641,0.159,"19.0-point implied total against 12th-worst pass defense by EPA last year. They rank 4th of 32 against the pass in week 1. Projected 5.6 targets, a 13% target share, 41% of the snaps. Last week he had 8 targets, a 15% target share and 41% of the snaps. Range 2-14 around a median of 5, 16% shot at a top-12 week. New team.",
33,33,Cole Kmet,CHI,MIN,1,6.026,6.026,2.452,4.882,15.263,0.19,"5th-highest implied total (27.0) against a top-2 pass defense by EPA last year. They rank 26th of 32 against the pass in week 1. Projected 3.0 targets, an 11% target share, 64% of the snaps. Last week he had 3 targets, a 12% target share and 57% of the snaps. Range 2-15 around a median of 5, 19% shot at a top-12 week.",
34,27,Colby Parkinson,LA,NYG,1,5.806,6.685,2.63,4.564,12.61,0.161,"3rd-highest implied total (27.8) against a mid-pack pass defense last year. They rank 15th of 32 against the pass in week 1. Projected 3.0 targets, a 9% target share, 0.7 red-zone look, 69% of the snaps. Last week he had 2 targets, a 7% target share and 77% of the snaps. Range 3-13 around a median of 5, 16% shot at a top-12 week.",
35,35,Josh Oliver,MIN,CHI,0,5.444,5.444,2.211,4.072,12.756,0.16,"21.5-point implied total against a mid-pack pass defense last year. They rank 22nd of 32 against the pass in week 1. Projected 2.8 targets, a 14% target share, 57% of the snaps. Last week he had 4 targets, a 17% target share and 65% of the snaps. Range 2-13 around a median of 4, 16% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
36,28,Oronde Gadsden II,LAC,LV,1,5.214,6.632,2.388,4.13,12.756,0.136,"25.2-point implied total against 10th-worst pass defense by EPA last year. They rank 23rd of 32 against the pass in week 1. Projected 3.3 targets, a 10% target share, 0.7 red-zone look, 40% of the snaps. Last week he had 2 targets, a 7% target share and 18% of the snaps. Range 2-13 around a median of 4, 14% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
