rank_data,rank_vibes,player,team,opponent,is_home,proj,proj_vibes,floor,median,ceiling,p_top12,note_data,note_vibes
23,22,AJ Barner,SEA,WAS,0,6.871,7.169,1.789,4.795,18.682,0.209,"23.8-point implied total against 3rd-worst pass defense by EPA last year. They rank 25th of 32 against the pass through 2 games. Projected 2.3 targets, a 9% target share, 0.6 red-zone look, 82% of the snaps. Across 2 games he has averaged 1.5 targets a game, a 6% target share and 88% of the snaps. Range 2-19 around a median of 5, 21% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
24,17,Kyle Pitts,ATL,GB,0,6.768,8.058,2.621,5.581,15.783,0.2,"5th-lowest implied total (19.2) against 11th-worst pass defense by EPA last year. They rank 10th of 32 against the pass through 2 games. Projected 3.6 targets, an 11% target share, 71% of the snaps. Across 2 games he has averaged 2.0 targets a game, an 8% target share and 63% of the snaps. Range 3-16 around a median of 6, 20% shot at a top-12 week.",
25,28,Gunnar Helm,TEN,NYG,0,6.558,6.125,2.868,5.693,13.352,0.142,"4th-lowest implied total (18.8) against a mid-pack pass defense last year. They rank 29th of 32 against the pass through 2 games. Projected 3.5 targets, a 14% target share, 68% of the snaps. Across 2 games he has averaged 3.5 targets a game, a 15% target share and 76% of the snaps. Range 3-13 around a median of 6, 14% shot at a top-12 week. New HC.",
26,19,Brenton Strange,JAX,NE,1,6.418,7.241,2.648,5.253,14.296,0.176,"24.2-point implied total against the 11th-best pass defense by EPA last year. They rank 4th of 32 against the pass through 2 games. Projected 3.3 targets, an 11% target share, 70% of the snaps. Across 2 games he has averaged 2.5 targets a game, an 11% target share and 68% of the snaps. Range 3-14 around a median of 5, 18% shot at a top-12 week.",
27,2,Colston Loveland,CHI,PHI,1,6.282,12.663,2.114,5.671,14.006,0.159,"3rd-lowest implied total (18.5) against the 7th-best pass defense by EPA last year. They rank 8th of 32 against the pass through 2 games. Projected 3.4 targets, an 11% target share, 78% of the snaps. Across 2 games he has averaged 2.5 targets a game, a 9% target share and 87% of the snaps. Range 2-14 around a median of 6, 16% shot at a top-12 week.",
28,25,Evan Engram,DEN,LA,1,6.125,6.558,2.348,5.041,13.822,0.159,"21.5-point implied total against the 10th-best pass defense by EPA last year. They rank 6th of 32 against the pass through 2 games. Projected 3.6 targets, a 12% target share, 61% of the snaps. Across 2 games he has averaged 3.0 targets a game, an 11% target share and 63% of the snaps. Range 2-14 around a median of 5, 16% shot at a top-12 week.",
29,30,Colby Parkinson,LA,DEN,0,5.922,5.735,2.0,4.928,13.369,0.159,"24.0-point implied total against a top-5 pass defense by EPA last year. They rank 14th of 32 against the pass through 2 games. Projected 2.7 targets, an 8% target share, 0.6 red-zone look, 72% of the snaps. Across 2 games he has averaged 2.0 targets a game, a 7% target share and 77% of the snaps. Range 2-13 around a median of 5, 16% shot at a top-12 week.",
30,27,Kenyon Sadiq,NYJ,DET,0,5.735,6.282,2.589,4.372,13.766,0.141,"21.0-point implied total against a mid-pack pass defense last year. They rank 27th of 32 against the pass through 2 games. Projected 3.0 targets, an 11% target share, 42% of the snaps. Across 2 games he has averaged 3.0 targets a game, an 11% target share and 42% of the snaps. Range 3-14 around a median of 4, 14% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
31,26,Greg Dulcich,MIA,KC,1,5.516,6.418,2.359,4.128,11.947,0.111,"2nd-lowest implied total (17.5) against a mid-pack pass defense last year. They rank 15th of 32 against the pass through 2 games. Projected 2.9 targets, a 10% target share, 70% of the snaps. Across 2 games he has averaged 2.5 targets a game, a 10% target share and 77% of the snaps. Range 2-12 around a median of 4, 11% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks. New HC.",
32,33,Theo Johnson,NYG,TEN,1,5.44,5.318,2.164,4.452,12.902,0.133,"21.8-point implied total against 4th-worst pass defense by EPA last year. They rank 26th of 32 against the pass through 2 games. Projected 3.3 targets, a 10% target share, 59% of the snaps. Across 2 games he has averaged 2.5 targets a game, an 8% target share and 46% of the snaps. Range 2-13 around a median of 4, 13% shot at a top-12 week. New HC.",
33,32,Tommy Tremble,CAR,CLE,0,5.318,5.44,2.093,4.315,12.94,0.125,"22.5-point implied total against a top-4 pass defense by EPA last year. They rank 30th of 32 against the pass through 2 games. Projected 3.2 targets, a 10% target share, 57% of the snaps. Across 2 games he has averaged 3.5 targets a game, a 10% target share and 56% of the snaps. Range 2-13 around a median of 4, 12% shot at a top-12 week.",
34,34,Erick All,CIN,PIT,0,5.094,5.094,1.502,4.216,12.996,0.127,"23.0-point implied total against a mid-pack pass defense last year. They rank 19th of 32 against the pass through 2 games. Projected 3.0 targets, a 10% target share, a rotational snap count. Usage in his one game is actually fairly predictive. With only one game on the books, All's projection leans on his exact usage in it. This will change as he gets more games under his belt. Range 2-13 around a median of 4, 13% shot at a top-12 week.",
